event_id,theme_id,theme,left_id,left_doc,right_id,right_doc,claim_left,evidence_right,status,risk,confidence,legal_coordinate,conclusion,manual_review,source_rank_left,source_rank_right,source_type_left,source_type_right,primary_act,reason,review_owner,closure_criteria,docx_link,pdf_link,visual_link
E136,T14,Forensic/provenance layer,D01,Памятка Нейрон,D13,КоАП РФ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ КоАП РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,кодекс / ответственность,КоАП РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-012.docx,03_pair_reports/ПАРА-012.pdf,
E137,T14,Forensic/provenance layer,D01,Памятка Нейрон,D14,121-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон / эксперимент,121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-013.docx,03_pair_reports/ПАРА-013.pdf,
E138,T14,Forensic/provenance layer,D01,Памятка Нейрон,D15,260-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон / контроль,260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-014.docx,03_pair_reports/ПАРА-014.pdf,
E139,T14,Forensic/provenance layer,D01,Памятка Нейрон,D16,271-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон / налоги,271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-015.docx,03_pair_reports/ПАРА-015.pdf,
E140,T14,Forensic/provenance layer,D01,Памятка Нейрон,D17,Указ №467,Пара учтена в all-to-all графе: Памятка Нейрон ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,Указ Президента / цифровой профиль,Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-016.docx,03_pair_reports/ПАРА-016.pdf,
E141,T14,Forensic/provenance layer,D01,Памятка Нейрон,D19,114-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон,114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-018.docx,03_pair_reports/ПАРА-018.pdf,
E142,T14,Forensic/provenance layer,D01,Памятка Нейрон,D20,ПП №2573,Пара учтена в all-to-all графе: Памятка Нейрон ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,постановление Правительства / критерии,ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-019.docx,03_pair_reports/ПАРА-019.pdf,
E143,T14,Forensic/provenance layer,D01,Памятка Нейрон,D21,ПП №1510,Пара учтена в all-to-all графе: Памятка Нейрон ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,постановление Правительства / ruID,ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-020.docx,03_pair_reports/ПАРА-020.pdf,
E144,T14,Forensic/provenance layer,D01,Памятка Нейрон,D22,ПП №1562,Пара учтена в all-to-all графе: Памятка Нейрон ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,постановление Правительства / изменения,ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-021.docx,03_pair_reports/ПАРА-021.pdf,
E145,T14,Forensic/provenance layer,D01,Памятка Нейрон,D23,ПП №468,Пара учтена в all-to-all графе: Памятка Нейрон ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,постановление Правительства / изменения,ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-022.docx,03_pair_reports/ПАРА-022.pdf,
E146,T14,Forensic/provenance layer,D01,Памятка Нейрон,D24,270-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 270-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон / изменения,270-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-023.docx,03_pair_reports/ПАРА-023.pdf,
E147,T14,Forensic/provenance layer,D01,Памятка Нейрон,D25,281-ФЗ,Пара учтена в all-to-all графе: Памятка Нейрон ↔ 281-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,федеральный закон / КоАП,281-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-024.docx,03_pair_reports/ПАРА-024.pdf,
E148,T14,Forensic/provenance layer,D01,Памятка Нейрон,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: Памятка Нейрон ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,методика / инструкция,международный договор,Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-025.docx,03_pair_reports/ПАРА-025.pdf,
E149,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D03,ВЦИОМ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ ВЦИОМ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,3,пример выгрузки / таблица,аналитическая презентация,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-026.docx,03_pair_reports/ПАРА-026.pdf,
E150,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D04,Концепция 2026-2030,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Концепция 2026-2030.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,стратегический НПА / Указ,Концепция 2026-2030,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-027.docx,03_pair_reports/ПАРА-027.pdf,
E151,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D05,Концепция 2019-2025,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Концепция 2019-2025.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,стратегический НПА / Указ,Концепция 2019-2025,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-028.docx,03_pair_reports/ПАРА-028.pdf,
E152,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D06,109-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 109-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон,109-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-029.docx,03_pair_reports/ПАРА-029.pdf,
E153,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D07,План 30-р,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ План 30-р.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,план мероприятий,План 30-р,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-030.docx,03_pair_reports/ПАРА-030.pdf,
E154,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D08,План 4171-р,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ План 4171-р.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,план мероприятий,План 4171-р,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-031.docx,03_pair_reports/ПАРА-031.pdf,
E155,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D09,Клерк,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Клерк.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,3,пример выгрузки / таблица,вторичный обзор,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-032.docx,03_pair_reports/ПАРА-032.pdf,
E156,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D10,Минэк страница,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Минэк страница.,Релевантность: низкая; тип сравнения: методический/forensic контекст; темы: T14.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,2,пример выгрузки / таблица,ведомственная информация / snapshot,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-033.docx,03_pair_reports/ПАРА-033.pdf,
E157,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D12,НК РФ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ НК РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,кодекс / налоги,НК РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-035.docx,03_pair_reports/ПАРА-035.pdf,
E158,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D13,КоАП РФ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ КоАП РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,кодекс / ответственность,КоАП РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-036.docx,03_pair_reports/ПАРА-036.pdf,
E159,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D14,121-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон / эксперимент,121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-037.docx,03_pair_reports/ПАРА-037.pdf,
E160,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D15,260-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 260-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон / контроль,260-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-038.docx,03_pair_reports/ПАРА-038.pdf,
E161,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D16,271-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон / налоги,271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-039.docx,03_pair_reports/ПАРА-039.pdf,
E162,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D17,Указ №467,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,Указ Президента / цифровой профиль,Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-040.docx,03_pair_reports/ПАРА-040.pdf,
E163,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: методический/forensic контекст; темы: T14.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,2,пример выгрузки / таблица,ведомственная брошюра / информационный материал,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-041.docx,03_pair_reports/ПАРА-041.pdf,
E164,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D19,114-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон,114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-042.docx,03_pair_reports/ПАРА-042.pdf,
E165,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D20,ПП №2573,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,постановление Правительства / критерии,ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-043.docx,03_pair_reports/ПАРА-043.pdf,
E166,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D21,ПП №1510,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,постановление Правительства / ruID,ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-044.docx,03_pair_reports/ПАРА-044.pdf,
E167,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D22,ПП №1562,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ ПП №1562.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,постановление Правительства / изменения,ПП №1562,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-045.docx,03_pair_reports/ПАРА-045.pdf,
E168,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D23,ПП №468,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,постановление Правительства / изменения,ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-046.docx,03_pair_reports/ПАРА-046.pdf,
E169,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D24,270-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 270-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон / изменения,270-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-047.docx,03_pair_reports/ПАРА-047.pdf,
E170,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D25,281-ФЗ,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ 281-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,федеральный закон / КоАП,281-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-048.docx,03_pair_reports/ПАРА-048.pdf,
E171,T14,Forensic/provenance layer,D02,Пример выгрузки Нейрон,D26,Договор ЕАЭС ст. 96-98,Пара учтена в all-to-all графе: Пример выгрузки Нейрон ↔ Договор ЕАЭС ст. 96-98.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,4,1,пример выгрузки / таблица,международный договор,Договор ЕАЭС ст. 96-98,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-049.docx,03_pair_reports/ПАРА-049.pdf,
E172,T14,Forensic/provenance layer,D03,ВЦИОМ,D10,Минэк страница,Пара учтена в all-to-all графе: ВЦИОМ ↔ Минэк страница.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,2,аналитическая презентация,ведомственная информация / snapshot,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-056.docx,03_pair_reports/ПАРА-056.pdf,
E173,T14,Forensic/provenance layer,D03,ВЦИОМ,D12,НК РФ,Пара учтена в all-to-all графе: ВЦИОМ ↔ НК РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,кодекс / налоги,НК РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-058.docx,03_pair_reports/ПАРА-058.pdf,
E174,T14,Forensic/provenance layer,D03,ВЦИОМ,D13,КоАП РФ,Пара учтена в all-to-all графе: ВЦИОМ ↔ КоАП РФ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,кодекс / ответственность,КоАП РФ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-059.docx,03_pair_reports/ПАРА-059.pdf,
E175,T14,Forensic/provenance layer,D03,ВЦИОМ,D14,121-ФЗ,Пара учтена в all-to-all графе: ВЦИОМ ↔ 121-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,федеральный закон / эксперимент,121-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-060.docx,03_pair_reports/ПАРА-060.pdf,
E176,T14,Forensic/provenance layer,D03,ВЦИОМ,D16,271-ФЗ,Пара учтена в all-to-all графе: ВЦИОМ ↔ 271-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,федеральный закон / налоги,271-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-062.docx,03_pair_reports/ПАРА-062.pdf,
E177,T14,Forensic/provenance layer,D03,ВЦИОМ,D17,Указ №467,Пара учтена в all-to-all графе: ВЦИОМ ↔ Указ №467.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,Указ Президента / цифровой профиль,Указ №467,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-063.docx,03_pair_reports/ПАРА-063.pdf,
E178,T14,Forensic/provenance layer,D03,ВЦИОМ,D18,Брошюра Минэка ВНЖ,Пара учтена в all-to-all графе: ВЦИОМ ↔ Брошюра Минэка ВНЖ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,2,аналитическая презентация,ведомственная брошюра / информационный материал,,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-064.docx,03_pair_reports/ПАРА-064.pdf,
E179,T14,Forensic/provenance layer,D03,ВЦИОМ,D19,114-ФЗ,Пара учтена в all-to-all графе: ВЦИОМ ↔ 114-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,федеральный закон,114-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-065.docx,03_pair_reports/ПАРА-065.pdf,
E180,T14,Forensic/provenance layer,D03,ВЦИОМ,D20,ПП №2573,Пара учтена в all-to-all графе: ВЦИОМ ↔ ПП №2573.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,постановление Правительства / критерии,ПП №2573,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-066.docx,03_pair_reports/ПАРА-066.pdf,
E181,T14,Forensic/provenance layer,D03,ВЦИОМ,D21,ПП №1510,Пара учтена в all-to-all графе: ВЦИОМ ↔ ПП №1510.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,постановление Правительства / ruID,ПП №1510,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-067.docx,03_pair_reports/ПАРА-067.pdf,
E182,T14,Forensic/provenance layer,D03,ВЦИОМ,D23,ПП №468,Пара учтена в all-to-all графе: ВЦИОМ ↔ ПП №468.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,постановление Правительства / изменения,ПП №468,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-069.docx,03_pair_reports/ПАРА-069.pdf,
E183,T14,Forensic/provenance layer,D03,ВЦИОМ,D24,270-ФЗ,Пара учтена в all-to-all графе: ВЦИОМ ↔ 270-ФЗ.,Релевантность: низкая; тип сравнения: provenance/архивное сопоставление; темы: нет содержательной темы.,not_comparable,низкий,0.52,координаты не применимы для архивной/низкорелевантной пары,Пара сохранена для полноты 351-связного графа; содержательный legal diff не требуется.,нет,3,1,аналитическая презентация,федеральный закон / изменения,270-ФЗ,all-to-all coverage expansion,,не требуется,02_pair_reports/ПАРА-070.docx,03_pair_reports/ПАРА-070.pdf,
